,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
0,1896,Athens,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,100M Freestyle,Gold,summer
1,1896,Athens,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Men,100M Freestyle,Silver,summer
2,1896,Athens,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,Men,100M Freestyle For Sailors,Bronze,summer
3,1896,Athens,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,Men,100M Freestyle For Sailors,Gold,summer
4,1896,Athens,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,Men,100M Freestyle For Sailors,Silver,summer
5,1896,Athens,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,1200M Freestyle,Bronze,summer
6,1896,Athens,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,1200M Freestyle,Gold,summer
7,1896,Athens,Aquatics,Swimming,"ANDREOU, Joannis",GRE,Men,1200M Freestyle,Silver,summer
8,1896,Athens,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,400M Freestyle,Bronze,summer
9,1896,Athens,Aquatics,Swimming,"NEUMANN, Paul",AUT,Men,400M Freestyle,Gold,summer
10,1896,Athens,Aquatics,Swimming,"PEPANOS, Antonios",GRE,Men,400M Freestyle,Silver,summer
11,1896,Athens,Athletics,Athletics,"LANE, Francis",USA,Men,100M,Bronze,summer
12,1896,Athens,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,Men,100M,Bronze,summer
13,1896,Athens,Athletics,Athletics,"BURKE, Thomas",USA,Men,100M,Gold,summer
14,1896,Athens,Athletics,Athletics,"HOFMANN, Fritz",GER,Men,100M,Silver,summer
15,1896,Athens,Athletics,Athletics,"CURTIS, Thomas",USA,Men,110M Hurdles,Gold,summer
16,1896,Athens,Athletics,Athletics,"GOULDING, Grantley",GBR,Men,110M Hurdles,Silver,summer
17,1896,Athens,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,Men,1500M,Bronze,summer
18,1896,Athens,Athletics,Athletics,"FLACK, Edwin",AUS,Men,1500M,Gold,summer
19,1896,Athens,Athletics,Athletics,"BLAKE, Arthur",USA,Men,1500M,Silver,summer
20,1896,Athens,Athletics,Athletics,"GMELIN, Charles",GBR,Men,400M,Bronze,summer
21,1896,Athens,Athletics,Athletics,"BURKE, Thomas",USA,Men,400M,Gold,summer
22,1896,Athens,Athletics,Athletics,"JAMISON, Herbert",USA,Men,400M,Silver,summer
23,1896,Athens,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,Men,800M,Bronze,summer
24,1896,Athens,Athletics,Athletics,"FLACK, Edwin",AUS,Men,800M,Gold,summer
25,1896,Athens,Athletics,Athletics,"DANI, Nandor",HUN,Men,800M,Silver,summer
26,1896,Athens,Athletics,Athletics,"VERSIS, Sotirios",GRE,Men,Discus Throw,Bronze,summer
27,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,Discus Throw,Gold,summer
28,1896,Athens,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,Men,Discus Throw,Silver,summer
29,1896,Athens,Athletics,Athletics,"CLARK, Ellery",USA,Men,High Jump,Gold,summer
30,1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,Men,High Jump,Silver,summer
31,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,High Jump,Silver,summer
32,1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,Men,Long Jump,Bronze,summer
33,1896,Athens,Athletics,Athletics,"CLARK, Ellery",USA,Men,Long Jump,Gold,summer
34,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,Long Jump,Silver,summer
35,1896,Athens,Athletics,Athletics,"KELLNER, Gyula",HUN,Men,Marathon,Bronze,summer
36,1896,Athens,Athletics,Athletics,"LOUIS, Spyridon",GRE,Men,Marathon,Gold,summer
37,1896,Athens,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,Men,Marathon,Silver,summer
38,1896,Athens,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,Men,Pole Vault,Bronze,summer
39,1896,Athens,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,Men,Pole Vault,Bronze,summer
40,1896,Athens,Athletics,Athletics,"HOYT, William Welles",USA,Men,Pole Vault,Gold,summer
41,1896,Athens,Athletics,Athletics,"TYLER, Albert",USA,Men,Pole Vault,Silver,summer
42,1896,Athens,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,Men,Shot Put,Bronze,summer
43,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,Shot Put,Gold,summer
44,1896,Athens,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,Men,Shot Put,Silver,summer
45,1896,Athens,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,Men,Triple Jump,Bronze,summer
46,1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,Men,Triple Jump,Gold,summer
47,1896,Athens,Athletics,Athletics,"TUFFERI, Alexandre",FRA,Men,Triple Jump,Silver,summer
48,1896,Athens,Cycling,Cycling Road,"BATTEL, Edward",GBR,Men,Individual Road Race,Bronze,summer
49,1896,Athens,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,Men,Individual Road Race,Gold,summer
50,1896,Athens,Cycling,Cycling Road,"GOEDRICH, August",GER,Men,Individual Road Race,Silver,summer
51,1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,100KM,Gold,summer
52,1896,Athens,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,Men,100KM,Silver,summer
53,1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,10KM,Bronze,summer
54,1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,10KM,Gold,summer
55,1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,10KM,Silver,summer
56,1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,12-Hour Race,Gold,summer
57,1896,Athens,Cycling,Cycling Track,"KEEPING, Frank",GBR,Men,12-Hour Race,Silver,summer
58,1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,1KM Time Trial,Bronze,summer
59,1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,1KM Time Trial,Gold,summer
60,1896,Athens,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,1KM Time Trial,Silver,summer
61,1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,Sprint Indivual,Bronze,summer
62,1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,Sprint Indivual,Gold,summer
63,1896,Athens,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,Sprint Indivual,Silver,summer
64,1896,Athens,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Men,Foil Individual,Bronze,summer
65,1896,Athens,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",FRA,Men,Foil Individual,Gold,summer
66,1896,Athens,Fencing,Fencing,"CALLOT, Henri",FRA,Men,Foil Individual,Silver,summer
67,1896,Athens,Fencing,Fencing,"PYRGOS, Leonidas",GRE,Men,"Foil, Masters",Gold,summer
68,1896,Athens,Fencing,Fencing,"PERRONNET, Maurice",FRA,Men,"Foil, Masters",Silver,summer
69,1896,Athens,Fencing,Fencing,"NIELSEN, Holger",DEN,Men,Sabre Individual,Bronze,summer
70,1896,Athens,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,Men,Sabre Individual,Gold,summer
71,1896,Athens,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,Men,Sabre Individual,Silver,summer
72,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Horizontal Bar,Gold,summer
73,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,Horizontal Bar,Silver,summer
74,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,Parallel Bars,Gold,summer
75,1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,Parallel Bars,Silver,summer
76,1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,Pommel Horse,Gold,summer
77,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Pommel Horse,Silver,summer
78,1896,Athens,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,Rings,Bronze,summer
79,1896,Athens,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,Rings,Gold,summer
80,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Rings,Silver,summer
81,1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,Rope Climbing,Bronze,summer
82,1896,Athens,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,Rope Climbing,Gold,summer
83,1896,Athens,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,Rope Climbing,Silver,summer
84,1896,Athens,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,"Team, Horizontal Bar",Gold,summer
85,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"Team, Horizontal Bar",Gold,summer
86,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"Team, Horizontal Bar",Gold,summer
87,1896,Athens,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"Team, Horizontal Bar",Gold,summer
88,1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"Team, Horizontal Bar",Gold,summer
89,1896,Athens,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"Team, Horizontal Bar",Gold,summer
90,1896,Athens,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"Team, Horizontal Bar",Gold,summer
91,1896,Athens,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,"Team, Horizontal Bar",Gold,summer
92,1896,Athens,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"Team, Horizontal Bar",Gold,summer
93,1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"Team, Horizontal Bar",Gold,summer
94,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,"Team, Horizontal Bar",Gold,summer
95,1896,Athens,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,Men,"Team, Parallel Bars",Bronze,summer
96,1896,Athens,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,Men,"Team, Parallel Bars",Bronze,summer
97,1896,Athens,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,Men,"Team, Parallel Bars",Bronze,summer
98,1896,Athens,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,"Team, Parallel Bars",Bronze,summer
99,1896,Athens,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,"Team, Parallel Bars",Gold,summer
100,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"Team, Parallel Bars",Gold,summer
101,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"Team, Parallel Bars",Gold,summer
102,1896,Athens,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"Team, Parallel Bars",Gold,summer
103,1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"Team, Parallel Bars",Gold,summer
104,1896,Athens,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"Team, Parallel Bars",Gold,summer
105,1896,Athens,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"Team, Parallel Bars",Gold,summer
106,1896,Athens,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,"Team, Parallel Bars",Gold,summer
107,1896,Athens,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"Team, Parallel Bars",Gold,summer
108,1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"Team, Parallel Bars",Gold,summer
109,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,"Team, Parallel Bars",Gold,summer
110,1896,Athens,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,"Team, Parallel Bars",Silver,summer
111,1896,Athens,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,Men,"Team, Parallel Bars",Silver,summer
112,1896,Athens,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,"Team, Parallel Bars",Silver,summer
113,1896,Athens,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,"Team, Parallel Bars",Silver,summer
114,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Vault,Bronze,summer
115,1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,Vault,Gold,summer
116,1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,Vault,Silver,summer
117,1896,Athens,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,Men,25M Army Pistol,Bronze,summer
118,1896,Athens,Shooting,Shooting,"PAINE, John",USA,Men,25M Army Pistol,Gold,summer
119,1896,Athens,Shooting,Shooting,"PAINE, Sumner",USA,Men,25M Army Pistol,Silver,summer
120,1896,Athens,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,25M Rapid Fire Pistol (60 Shots),Bronze,summer
121,1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,25M Rapid Fire Pistol (60 Shots),Gold,summer
122,1896,Athens,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,25M Rapid Fire Pistol (60 Shots),Silver,summer
123,1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,50M Pistol (60 Shots),Bronze,summer
124,1896,Athens,Shooting,Shooting,"PAINE, Sumner",USA,Men,50M Pistol (60 Shots),Gold,summer
125,1896,Athens,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,50M Pistol (60 Shots),Silver,summer
126,1896,Athens,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,Men,"Army Rifle, 200M",Bronze,summer
127,1896,Athens,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,Men,"Army Rifle, 200M",Gold,summer
128,1896,Athens,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,Men,"Army Rifle, 200M",Silver,summer
129,1896,Athens,Shooting,Shooting,"JENSEN, Viggo",DEN,Men,"Army Rifle, 300M",Bronze,summer
130,1896,Athens,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,"Army Rifle, 300M",Gold,summer
131,1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,"Army Rifle, 300M",Silver,summer
132,1896,Athens,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,Men,Singles,Bronze,summer
133,1896,Athens,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,Men,Singles,Bronze,summer
134,1896,Athens,Tennis,Tennis,"BOLAND, John",GBR,Men,Singles,Gold,summer
135,1896,Athens,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,Men,Singles,Silver,summer
136,1896,Athens,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,Men,Heavyweight - One Hand Lift,Bronze,summer
137,1896,Athens,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,Heavyweight - One Hand Lift,Gold,summer
138,1896,Athens,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,Heavyweight - One Hand Lift,Silver,summer
139,1896,Athens,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,Men,Heavyweight - Two Hand Lift,Bronze,summer
140,1896,Athens,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,Heavyweight - Two Hand Lift,Gold,summer
141,1896,Athens,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,Heavyweight - Two Hand Lift,Silver,summer
142,1896,Athens,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,Men,Open Event,Bronze,summer
143,1896,Athens,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,Men,Open Event,Gold,summer
144,1896,Athens,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,Men,Open Event,Silver,summer
145,1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,1500M Freestyle,Bronze,summer
146,1900,Paris,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,1500M Freestyle,Gold,summer
147,1900,Paris,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,1500M Freestyle,Silver,summer
148,1900,Paris,Aquatics,Swimming,"DROST, Johannes",NED,Men,200M Backstroke,Bronze,summer
149,1900,Paris,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200M Backstroke,Gold,summer
150,1900,Paris,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200M Backstroke,Silver,summer
151,1900,Paris,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200M Freestyle,Bronze,summer
152,1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200M Freestyle,Gold,summer
153,1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,200M Freestyle,Silver,summer
154,1900,Paris,Aquatics,Swimming,"KEMP, Peter",GBR,Men,200M Obstacle Event,Bronze,summer
155,1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200M Obstacle Event,Gold,summer
156,1900,Paris,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,200M Obstacle Event,Silver,summer
157,1900,Paris,Aquatics,Swimming,HOUBEN,FRA,Men,200M Team Swimming,Bronze,summer
158,1900,Paris,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,Men,200M Team Swimming,Bronze,summer
159,1900,Paris,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,200M Team Swimming,Bronze,summer
160,1900,Paris,Aquatics,Swimming,"MERCHEZ, Désiré",FRA,Men,200M Team Swimming,Bronze,summer
161,1900,Paris,Aquatics,Swimming,TARTARA,FRA,Men,200M Team Swimming,Bronze,summer
162,1900,Paris,Aquatics,Swimming,"FREY, Julius",GER,Men,200M Team Swimming,Gold,summer
163,1900,Paris,Aquatics,Swimming,"HAINLE, Max",GER,Men,200M Team Swimming,Gold,summer
164,1900,Paris,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200M Team Swimming,Gold,summer
165,1900,Paris,Aquatics,Swimming,"SCHÖNE, Max",GER,Men,200M Team Swimming,Gold,summer
166,1900,Paris,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,Men,200M Team Swimming,Gold,summer
167,1900,Paris,Aquatics,Swimming,BERTRAND,FRA,Men,200M Team Swimming,Silver,summer
168,1900,Paris,Aquatics,Swimming,CADET,FRA,Men,200M Team Swimming,Silver,summer
169,1900,Paris,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,Men,200M Team Swimming,Silver,summer
170,1900,Paris,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,Men,200M Team Swimming,Silver,summer
171,1900,Paris,Aquatics,Swimming,VERBECKE,FRA,Men,200M Team Swimming,Silver,summer
172,1900,Paris,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,4000M Freestyle,Bronze,summer
173,1900,Paris,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,4000M Freestyle,Gold,summer
174,1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,4000M Freestyle,Silver,summer
175,1900,Paris,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,Men,Underwater Swimming,Bronze,summer
176,1900,Paris,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,Men,Underwater Swimming,Gold,summer
177,1900,Paris,Aquatics,Swimming,"SIX, André",FRA,Men,Underwater Swimming,Silver,summer
178,1900,Paris,Aquatics,Water polo,"BURGESS, Thomas",FRA,Men,Water Polo,Bronze,summer
179,1900,Paris,Aquatics,Water polo,COULON,FRA,Men,Water Polo,Bronze,summer
180,1900,Paris,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,Men,Water Polo,Bronze,summer
181,1900,Paris,Aquatics,Water polo,DEVENOT,FRA,Men,Water Polo,Bronze,summer
182,1900,Paris,Aquatics,Water polo,FARDELLE,FRA,Men,Water Polo,Bronze,summer
183,1900,Paris,Aquatics,Water polo,FAVIER,FRA,Men,Water Polo,Bronze,summer
184,1900,Paris,Aquatics,Water polo,"LAUFRAY, Louis",FRA,Men,Water Polo,Bronze,summer
185,1900,Paris,Aquatics,Water polo,LERICHE,FRA,Men,Water Polo,Bronze,summer
186,1900,Paris,Aquatics,Water polo,"MARTIN, Louis",FRA,Men,Water Polo,Bronze,summer
187,1900,Paris,Aquatics,Water polo,"MERCHEZ, Désiré",FRA,Men,Water Polo,Bronze,summer
188,1900,Paris,Aquatics,Water polo,"PESLIER, Henri",FRA,Men,Water Polo,Bronze,summer
189,1900,Paris,Aquatics,Water polo,PESLOY,FRA,Men,Water Polo,Bronze,summer
190,1900,Paris,Aquatics,Water polo,"TREFFEL, Charles",FRA,Men,Water Polo,Bronze,summer
191,1900,Paris,Aquatics,Water polo,"VASSEUR, Paul",FRA,Men,Water Polo,Bronze,summer
192,1900,Paris,Aquatics,Water polo,"COE, Thomas",GBR,Men,Water Polo,Gold,summer
193,1900,Paris,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,Men,Water Polo,Gold,summer
194,1900,Paris,Aquatics,Water polo,"KEMP, Peter",GBR,Men,Water Polo,Gold,summer
195,1900,Paris,Aquatics,Water polo,"LISTER, William",GBR,Men,Water Polo,Gold,summer
196,1900,Paris,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,Men,Water Polo,Gold,summer
197,1900,Paris,Aquatics,Water polo,"ROBINSON, Eric",GBR,Men,Water Polo,Gold,summer
198,1900,Paris,Aquatics,Water polo,"WILKINSON, George",GBR,Men,Water Polo,Gold,summer
199,1900,Paris,Aquatics,Water polo,"COHEN, Henri",BEL,Men,Water Polo,Silver,summer
200,1900,Paris,Aquatics,Water polo,"DE BACKER, Jean",BEL,Men,Water Polo,Silver,summer
201,1900,Paris,Aquatics,Water polo,"DE BEHR, Victor",BEL,Men,Water Polo,Silver,summer
202,1900,Paris,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,Water Polo,Silver,summer
203,1900,Paris,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,Water Polo,Silver,summer
204,1900,Paris,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,Water Polo,Silver,summer
205,1900,Paris,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Men,Water Polo,Silver,summer
206,1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"Au Chapelet, 33M",Bronze,summer
207,1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"Au Chapelet, 33M",Gold,summer
208,1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,Men,"Au Chapelet, 33M",Silver,summer
209,1900,Paris,Archery,Archery,"MERCIER, Emile",FRA,Men,"Au Chapelet, 50M",Bronze,summer
210,1900,Paris,Archery,Archery,"MOUGIN, Eugène",FRA,Men,"Au Chapelet, 50M",Gold,summer
211,1900,Paris,Archery,Archery,"HELLE, Henri",FRA,Men,"Au Chapelet, 50M",Silver,summer
212,1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"Au Cordon Doré, 33M",Bronze,summer
213,1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"Au Cordon Doré, 33M",Gold,summer
214,1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,Men,"Au Cordon Doré, 33M",Silver,summer
215,1900,Paris,Archery,Archery,"FISSEUX, Emile",FRA,Men,"Au Cordon Doré, 50M",Bronze,summer
216,1900,Paris,Archery,Archery,"HEROUIN, Henri",FRA,Men,"Au Cordon Doré, 50M",Gold,summer
217,1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"Au Cordon Doré, 50M",Silver,summer
218,1900,Paris,Archery,Archery,"FOULON, Emmanuel",BEL,Men,Sur La Perche À La Herse,Gold,summer
219,1900,Paris,Archery,Archery,"DRUART, Jr.",BEL,Men,Sur La Perche À La Herse,Silver,summer
220,1900,Paris,Archery,Archery,"SERRURIER, Auguste",FRA,Men,Sur La Perche À La Herse,Silver,summer
221,1900,Paris,Archery,Archery,"GLINEUX, Louis",BEL,Men,Sur La Perche À La Pyramide,Bronze,summer
222,1900,Paris,Archery,Archery,"GRUMIAUX, Emile",FRA,Men,Sur La Perche À La Pyramide,Gold,summer
223,1900,Paris,Archery,Archery,"SERRURIER, Auguste",FRA,Men,Sur La Perche À La Pyramide,Silver,summer
224,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,100M,Bronze,summer
225,1900,Paris,Athletics,Athletics,"JARVIS, Francis",USA,Men,100M,Gold,summer
226,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,100M,Silver,summer
227,1900,Paris,Athletics,Athletics,"MOLONEY, Frederick",USA,Men,110M Hurdles,Bronze,summer
228,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,110M Hurdles,Gold,summer
229,1900,Paris,Athletics,Athletics,"MCLEAN, John",USA,Men,110M Hurdles,Silver,summer
230,1900,Paris,Athletics,Athletics,"BRAY, John",USA,Men,1500M,Bronze,summer
231,1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,Men,1500M,Gold,summer
232,1900,Paris,Athletics,Athletics,"DELOGE, Henri",FRA,Men,1500M,Silver,summer
233,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,200M,Bronze,summer
234,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,200M,Gold,summer
235,1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",IND,Men,200M,Silver,summer
236,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,200M Hurdles,Bronze,summer
237,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,200M Hurdles,Gold,summer
238,1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",IND,Men,200M Hurdles,Silver,summer
239,1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,3000M Steeplechase,Bronze,summer
240,1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,3000M Steeplechase,Gold,summer
241,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,3000M Steeplechase,Silver,summer
242,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,4000M Steeplechase,Bronze,summer
243,1900,Paris,Athletics,Athletics,"RIMMER, John",GBR,Men,4000M Steeplechase,Gold,summer
244,1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,Men,4000M Steeplechase,Silver,summer
245,1900,Paris,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Men,400M,Bronze,summer
246,1900,Paris,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,Men,400M,Gold,summer
247,1900,Paris,Athletics,Athletics,"HOLLAND, William",USA,Men,400M,Silver,summer
248,1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,400M Hurdles,Bronze,summer
249,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,400M Hurdles,Gold,summer
