,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
13972,1988,Seoul,Basketball,Basketball,"COOPER, Cynthia Lynne",USA,Women,Basketball,Gold,summer
13973,1988,Seoul,Basketball,Basketball,"DONOVAN, Anne Theresa",USA,Women,Basketball,Gold,summer
13974,1988,Seoul,Basketball,Basketball,"EDWARDS, Teresa",USA,Women,Basketball,Gold,summer
13975,1988,Seoul,Basketball,Basketball,"ETHRIDGE, Mary Camille",USA,Women,Basketball,Gold,summer
13976,1988,Seoul,Basketball,Basketball,"GILLOM, Jennifer",USA,Women,Basketball,Gold,summer
13977,1988,Seoul,Basketball,Basketball,"GORDON, Bridgette C.",USA,Women,Basketball,Gold,summer
13978,1988,Seoul,Basketball,Basketball,"LLOYD, Andrea Lane",USA,Women,Basketball,Gold,summer
13979,1988,Seoul,Basketball,Basketball,"MCCLAIN, Katrina Felicia",USA,Women,Basketball,Gold,summer
13980,1988,Seoul,Basketball,Basketball,"MCCONNELL, Suzanne",USA,Women,Basketball,Gold,summer
13981,1988,Seoul,Basketball,Basketball,"WEATHERSPOON, Teresa",USA,Women,Basketball,Gold,summer
13982,1988,Seoul,Boxing,Boxing,"ISASZEGI, Robert",HUN,Men,- 48KG (Light-Flyweight),Bronze,summer
13983,1988,Seoul,Boxing,Boxing,"SERANTES, Leopoldo",PHI,Men,- 48KG (Light-Flyweight),Bronze,summer
13984,1988,Seoul,Boxing,Boxing,"KHRISTOV, Ivailo Marinov",BUL,Men,- 48KG (Light-Flyweight),Gold,summer
13985,1988,Seoul,Boxing,Boxing,"CARBAJAL, Michael",USA,Men,- 48KG (Light-Flyweight),Silver,summer
13986,1988,Seoul,Boxing,Boxing,"ZARENKIEWICZ, Janusz",POL,Men,+ 91KG (Super Heavyweight),Bronze,summer
13987,1988,Seoul,Boxing,Boxing,"LEWIS, Lennox",CAN,Men,+ 91KG (Super Heavyweight),Gold,summer
13988,1988,Seoul,Boxing,Boxing,"BOWE, Riddick Lamont",USA,Men,+ 91KG (Super Heavyweight),Silver,summer
13989,1988,Seoul,Boxing,Boxing,"GONZALEZ, Mario",MEX,Men,48 - 51KG (Flyweight),Bronze,summer
13990,1988,Seoul,Boxing,Boxing,"KIM, Kwang-Sun",KOR,Men,48 - 51KG (Flyweight),Gold,summer
13991,1988,Seoul,Boxing,Boxing,"JULIO ROCHA, Jorge Eliecer",COL,Men,51 - 54KG (Bantamweight),Bronze,summer
13992,1988,Seoul,Boxing,Boxing,"MOOLSAN, Phajol",THA,Men,51 - 54KG (Bantamweight),Bronze,summer
13993,1988,Seoul,Boxing,Boxing,"MCKINNEY, Kennedy",USA,Men,51 - 54KG (Bantamweight),Gold,summer
13994,1988,Seoul,Boxing,Boxing,"KRISTOV, Aleksandar",BUL,Men,51 - 54KG (Bantamweight),Silver,summer
13995,1988,Seoul,Boxing,Boxing,"ACHIK, Abdelhak",MAR,Men,54 - 57KG (Featherweight),Bronze,summer
13996,1988,Seoul,Boxing,Boxing,"LEE, Jae-Hyuk",KOR,Men,54 - 57KG (Featherweight),Bronze,summer
13997,1988,Seoul,Boxing,Boxing,"PARISI, Giovanni",ITA,Men,54 - 57KG (Featherweight),Gold,summer
13998,1988,Seoul,Boxing,Boxing,"ELLIS, Romallis",USA,Men,57 - 60KG (Lightweight),Bronze,summer
13999,1988,Seoul,Boxing,Boxing,"ENKHBAT, Nerguy",MGL,Men,57 - 60KG (Lightweight),Bronze,summer
14000,1988,Seoul,Boxing,Boxing,"CRAMNE, George",SWE,Men,57 - 60KG (Lightweight),Silver,summer
14001,1988,Seoul,Boxing,Boxing,"MYRBERG, Lars",SWE,Men,60 - 63.5KG (Light-Welterweight),Bronze,summer
14002,1988,Seoul,Boxing,Boxing,"CHENEY, Grahame",AUS,Men,60 - 63.5KG (Light-Welterweight),Silver,summer
14003,1988,Seoul,Boxing,Boxing,"DYDAK, Jan",POL,Men,63.5 - 67KG (Welterweight),Bronze,summer
14004,1988,Seoul,Boxing,Boxing,"GOULD, Kenneth",USA,Men,63.5 - 67KG (Welterweight),Bronze,summer
14005,1988,Seoul,Boxing,Boxing,"WANGILA, Robert",KEN,Men,63.5 - 67KG (Welterweight),Gold,summer
14006,1988,Seoul,Boxing,Boxing,"BOUDOUANI, Laurent",FRA,Men,63.5 - 67KG (Welterweight),Silver,summer
14007,1988,Seoul,Boxing,Boxing,"DOWNEY, Raymond Tyler",CAN,Men,67 - 71KG (Light-Middleweight),Bronze,summer
14008,1988,Seoul,Boxing,Boxing,"WOODHALL, Richard",GBR,Men,67 - 71KG (Light-Middleweight),Bronze,summer
14009,1988,Seoul,Boxing,Boxing,"PARK, Si-Hun",KOR,Men,67 - 71KG (Light-Middleweight),Gold,summer
14010,1988,Seoul,Boxing,Boxing,"JONES, Roy L. Ilnd",USA,Men,67 - 71KG (Light-Middleweight),Silver,summer
14011,1988,Seoul,Boxing,Boxing,"SANDE, Christopher",KEN,Men,71-75KG,Bronze,summer
14012,1988,Seoul,Boxing,Boxing,"SYED, Hussain Shah",PAK,Men,71-75KG,Bronze,summer
14013,1988,Seoul,Boxing,Boxing,"MARCUS, Egerton",CAN,Men,71-75KG,Silver,summer
14014,1988,Seoul,Boxing,Boxing,"PETRICH, Henryk",POL,Men,75 - 81KG (Light-Heavyweight),Bronze,summer
14015,1988,Seoul,Boxing,Boxing,"MAYNARD, Andrew Lester",USA,Men,75 - 81KG (Light-Heavyweight),Gold,summer
14016,1988,Seoul,Boxing,Boxing,"GOLOTA, Andrzej",POL,Men,81 - 91KG (Heavyweight),Bronze,summer
14017,1988,Seoul,Boxing,Boxing,"VANDERLIJDE, Arnold",NED,Men,81 - 91KG (Heavyweight),Bronze,summer
14018,1988,Seoul,Boxing,Boxing,"MERCER, Raymond A.",USA,Men,81 - 91KG (Heavyweight),Gold,summer
14019,1988,Seoul,Boxing,Boxing,"BAIK, Hyun-Man",KOR,Men,81 - 91KG (Heavyweight),Silver,summer
14020,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BUKHALOV, Nikolai Petkov",BUL,Men,C-1 1000M (Canoe Single),Bronze,summer
14021,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MARINOV, Martin Guerguiev",BUL,Men,C-1 500M (Canoe Single),Bronze,summer
14022,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DOPIERALA, Marek",POL,Men,C-2 1000M (Canoe Double),Bronze,summer
14023,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"LBIK, Marek",POL,Men,C-2 1000M (Canoe Double),Bronze,summer
14024,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BETTIN, Joel",FRA,Men,C-2 500M (Canoe Double),Bronze,summer
14025,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"RENAUD, Philippe",FRA,Men,C-2 500M (Canoe Double),Bronze,summer
14026,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DOPIERALA, Marek",POL,Men,C-2 500M (Canoe Double),Silver,summer
14027,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"LBIK, Marek",POL,Men,C-2 500M (Canoe Double),Silver,summer
14028,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BARTON, Gregory Mark",USA,Men,K-1 1000M (Kayak Single),Gold,summer
14029,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DAVIES, Grant",AUS,Men,K-1 1000M (Kayak Single),Silver,summer
14030,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MAC DONALD, Christopher Paul",NZL,Men,K-1 500M (Kayak Single),Bronze,summer
14031,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GYULAY, Zsolt",HUN,Men,K-1 500M (Kayak Single),Gold,summer
14032,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DYLEWSKA, Izabela",POL,Women,K-1 500M (Kayak Single),Bronze,summer
14033,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",BUL,Women,K-1 500M (Kayak Single),Gold,summer
14034,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FOSTER, Peter",AUS,Men,K-2 1000M (Kayak Double),Bronze,summer
14035,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GRAHAM, Kelvin John",AUS,Men,K-2 1000M (Kayak Double),Bronze,summer
14036,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BARTON, Gregory Mark",USA,Men,K-2 1000M (Kayak Double),Gold,summer
14037,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BELLINGHAM, Norman Dean",USA,Men,K-2 1000M (Kayak Double),Gold,summer
14038,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FERGUSON, Ian Gordon",NZL,Men,K-2 1000M (Kayak Double),Silver,summer
14039,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MAC DONALD, Christopher Paul",NZL,Men,K-2 1000M (Kayak Double),Silver,summer
14040,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"ABRAHAM, Attila",HUN,Men,K-2 500M (Kayak Double),Bronze,summer
14041,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"CSIPES, Ferenc",HUN,Men,K-2 500M (Kayak Double),Bronze,summer
14042,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FERGUSON, Ian Gordon",NZL,Men,K-2 500M (Kayak Double),Gold,summer
14043,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MAC DONALD, Christopher Paul",NZL,Men,K-2 500M (Kayak Double),Gold,summer
14044,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"COX, Annemarie",NED,Women,K-2 500M (Kayak Double),Bronze,summer
14045,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DERCKX, Annemarie",NED,Women,K-2 500M (Kayak Double),Bronze,summer
14046,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",BUL,Women,K-2 500M (Kayak Double),Silver,summer
14047,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PALIISKA, Diana",BUL,Women,K-2 500M (Kayak Double),Silver,summer
14048,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"ABRAHAM, Attila",HUN,Men,K-4 1000M (Kayak Four),Gold,summer
14049,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"CSIPES, Ferenc",HUN,Men,K-4 1000M (Kayak Four),Gold,summer
14050,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GYULAY, Zsolt",HUN,Men,K-4 1000M (Kayak Four),Gold,summer
14051,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"HODOSI, Sandor",HUN,Men,K-4 1000M (Kayak Four),Gold,summer
14052,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",BUL,Women,K-4 500M (Kayak Four),Bronze,summer
14053,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"IVANOVA-MILKOVA, Borislava",BUL,Women,K-4 500M (Kayak Four),Bronze,summer
14054,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PALIISKA, Diana",BUL,Women,K-4 500M (Kayak Four),Bronze,summer
14055,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PETKOVA, Ogniana",BUL,Women,K-4 500M (Kayak Four),Bronze,summer
14056,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GECZI, Erika",HUN,Women,K-4 500M (Kayak Four),Silver,summer
14057,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"KOBAN, Rita",HUN,Women,K-4 500M (Kayak Four),Silver,summer
14058,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MESZAROS, Erika",HUN,Women,K-4 500M (Kayak Four),Silver,summer
14059,1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"RAKUSZ, Eva",HUN,Women,K-4 500M (Kayak Four),Silver,summer
14060,1988,Seoul,Cycling,Cycling Road,"KNOL, Monique",NED,Women,Individual Road Race,Gold,summer
14061,1988,Seoul,Cycling,Cycling Road,"JARL, Anders",SWE,Men,Team Time Trial,Bronze,summer
14062,1988,Seoul,Cycling,Cycling Road,"JOHANSSON, Bjorn",SWE,Men,Team Time Trial,Bronze,summer
14063,1988,Seoul,Cycling,Cycling Road,"KARLSSON, Jan",SWE,Men,Team Time Trial,Bronze,summer
14064,1988,Seoul,Cycling,Cycling Road,"LAFIS, Michel",SWE,Men,Team Time Trial,Bronze,summer
14065,1988,Seoul,Cycling,Cycling Road,"HALUPCZOK, Joachim",POL,Men,Team Time Trial,Silver,summer
14066,1988,Seoul,Cycling,Cycling Road,"JASKULA, Zenon",POL,Men,Team Time Trial,Silver,summer
14067,1988,Seoul,Cycling,Cycling Road,"LESNIEWSKI, Marek",POL,Men,Team Time Trial,Silver,summer
14068,1988,Seoul,Cycling,Cycling Road,"SYPYTKOWSKI, Andrzej",POL,Men,Team Time Trial,Silver,summer
14069,1988,Seoul,Cycling,Cycling Track,"VINNICOMBE, Martin",AUS,Men,1KM Time Trial,Silver,summer
14070,1988,Seoul,Cycling,Cycling Track,"WOODS, Dean",AUS,Men,Individual Pursuit,Silver,summer
14071,1988,Seoul,Cycling,Cycling Track,"FROST, Dan",DEN,Men,Points Race,Gold,summer
14072,1988,Seoul,Cycling,Cycling Track,"PEELEN, Leo",NED,Men,Points Race,Silver,summer
14073,1988,Seoul,Cycling,Cycling Track,"PARASKEVIN-YOUNG, Connie",USA,Women,Sprint,Bronze,summer
14074,1988,Seoul,Cycling,Cycling Track,"NEIWAND, Garry Malcolm",AUS,Men,Sprint Indivual,Bronze,summer
14075,1988,Seoul,Cycling,Cycling Track,"DUTTON, Brett",AUS,Men,Team Pursuit (4000M),Bronze,summer
14076,1988,Seoul,Cycling,Cycling Track,"MCCARNEY, Wayne",AUS,Men,Team Pursuit (4000M),Bronze,summer
14077,1988,Seoul,Cycling,Cycling Track,"MCGLEDE, Stephen John",AUS,Men,Team Pursuit (4000M),Bronze,summer
14078,1988,Seoul,Cycling,Cycling Track,"WOODS, Dean",AUS,Men,Team Pursuit (4000M),Bronze,summer
14079,1988,Seoul,Equestrian,Dressage,"STUECKELBERGER, Christine",SUI,Women,Individual,Bronze,summer
14080,1988,Seoul,Equestrian,Dressage,"OTTO-CREPIN, Margit",FRA,Women,Individual,Silver,summer
14081,1988,Seoul,Equestrian,Dressage,"NICOLL, Ashley",CAN,Men,Team,Bronze,summer
14082,1988,Seoul,Equestrian,Dressage,"HOFER, Otto Josef",SUI,Men,Team,Silver,summer
14083,1988,Seoul,Equestrian,Dressage,"RAMSEIER, Daniel",SUI,Men,Team,Silver,summer
14084,1988,Seoul,Equestrian,Dressage,"SCHATZMANN, Samuel",SUI,Men,Team,Silver,summer
14085,1988,Seoul,Equestrian,Dressage,"NEALE-ISHOY, Cynthia Margaret",CAN,Women,Team,Bronze,summer
14086,1988,Seoul,Equestrian,Dressage,"PRACHT, Eva Maria",CAN,Women,Team,Bronze,summer
14087,1988,Seoul,Equestrian,Dressage,"SMITH, Gina",CAN,Women,Team,Bronze,summer
14088,1988,Seoul,Equestrian,Dressage,"STUECKELBERGER, Christine",SUI,Women,Team,Silver,summer
14089,1988,Seoul,Equestrian,Eventing,"TODD, Mark",NZL,Men,Individual,Gold,summer
14090,1988,Seoul,Equestrian,Eventing,"STARK, Ian",GBR,Men,Individual,Silver,summer
14091,1988,Seoul,Equestrian,Eventing,"HOLGATE-LENG, Virginia",GBR,Women,Individual,Bronze,summer
14092,1988,Seoul,Equestrian,Eventing,"BENNIE, Andrew",NZL,Men,Team,Bronze,summer
14093,1988,Seoul,Equestrian,Eventing,"TODD, Mark",NZL,Men,Team,Bronze,summer
14094,1988,Seoul,Equestrian,Eventing,"PHILLIPS, Mark Anthony Peter",GBR,Men,Team,Silver,summer
14095,1988,Seoul,Equestrian,Eventing,"STARK, Ian",GBR,Men,Team,Silver,summer
14096,1988,Seoul,Equestrian,Eventing,"KNIGHTON, Margaret",NZL,Women,Team,Bronze,summer
14097,1988,Seoul,Equestrian,Eventing,"POTTINGER, Tinks",NZL,Women,Team,Bronze,summer
14098,1988,Seoul,Equestrian,Eventing,"HOLGATE-LENG, Virginia",GBR,Women,Team,Silver,summer
14099,1988,Seoul,Equestrian,Eventing,"STRAKER, Karen",GBR,Women,Team,Silver,summer
14100,1988,Seoul,Equestrian,Jumping,"DURAND JR., Pierre",FRA,Men,Individual,Gold,summer
14101,1988,Seoul,Equestrian,Jumping,"BEST, Gregory Alan",USA,Men,Individual,Silver,summer
14102,1988,Seoul,Equestrian,Jumping,"BOURDY, Hubert",FRA,Men,Team,Bronze,summer
14103,1988,Seoul,Equestrian,Jumping,"COTTIER, Frederic",FRA,Men,Team,Bronze,summer
14104,1988,Seoul,Equestrian,Jumping,"DURAND JR., Pierre",FRA,Men,Team,Bronze,summer
14105,1988,Seoul,Equestrian,Jumping,"ROBERT, Michel",FRA,Men,Team,Bronze,summer
14106,1988,Seoul,Equestrian,Jumping,"BEST, Gregory Alan",USA,Men,Team,Silver,summer
14107,1988,Seoul,Equestrian,Jumping,"FARGIS, Joseph Halpin, Iv",USA,Men,Team,Silver,summer
14108,1988,Seoul,Equestrian,Jumping,"JACQUIN, Lisa Ann",USA,Women,Team,Silver,summer
14109,1988,Seoul,Equestrian,Jumping,"KURSINSKI, Anne Kindig",USA,Women,Team,Silver,summer
14110,1988,Seoul,Fencing,Fencing,"RIBOUD, Philippe",FRA,Men,Épée Individual,Silver,summer
14111,1988,Seoul,Fencing,Fencing,"DELPLA, Frederic",FRA,Men,Épée Team,Gold,summer
14112,1988,Seoul,Fencing,Fencing,"HENRY, Jean-Michel",FRA,Men,Épée Team,Gold,summer
14113,1988,Seoul,Fencing,Fencing,"LENGLET, Olivier",FRA,Men,Épée Team,Gold,summer
14114,1988,Seoul,Fencing,Fencing,"RIBOUD, Philippe",FRA,Men,Épée Team,Gold,summer
14115,1988,Seoul,Fencing,Fencing,"SRECKI, Eric",FRA,Men,Épée Team,Gold,summer
14116,1988,Seoul,Fencing,Fencing,"CERIONI, Stefano",ITA,Men,Foil Individual,Gold,summer
14117,1988,Seoul,Fencing,Fencing,"BUSA, Istvan",HUN,Men,Foil Team,Bronze,summer
14118,1988,Seoul,Fencing,Fencing,"ERSEK, Zsolt",HUN,Men,Foil Team,Bronze,summer
14119,1988,Seoul,Fencing,Fencing,"GATAI, Robert",HUN,Men,Foil Team,Bronze,summer
14120,1988,Seoul,Fencing,Fencing,"SZEKERES, Pal",HUN,Men,Foil Team,Bronze,summer
14121,1988,Seoul,Fencing,Fencing,"SZELEI, Istvan",HUN,Men,Foil Team,Bronze,summer
14122,1988,Seoul,Fencing,Fencing,"JANOSI-NEMETH, Zsuzsanna",HUN,Women,Foil Team,Bronze,summer
14123,1988,Seoul,Fencing,Fencing,"KOVACS, Edit",HUN,Women,Foil Team,Bronze,summer
14124,1988,Seoul,Fencing,Fencing,"STEFANEK, Gertrud",HUN,Women,Foil Team,Bronze,summer
14125,1988,Seoul,Fencing,Fencing,"SZOCS, Zsuzsa",HUN,Women,Foil Team,Bronze,summer
14126,1988,Seoul,Fencing,Fencing,"TUSCHAK, Katalin",HUN,Women,Foil Team,Bronze,summer
14127,1988,Seoul,Fencing,Fencing,"BORTOLOZZI BORELLA, Francesca",ITA,Women,Foil Team,Silver,summer
14128,1988,Seoul,Fencing,Fencing,"GANDOLFI, Annapia",ITA,Women,Foil Team,Silver,summer
14129,1988,Seoul,Fencing,Fencing,"TRAVERSA, Lucia",ITA,Women,Foil Team,Silver,summer
14130,1988,Seoul,Fencing,Fencing,"VACCARONI, Dorina",ITA,Women,Foil Team,Silver,summer
14131,1988,Seoul,Fencing,Fencing,"ZALAFFI, Margherita",ITA,Women,Foil Team,Silver,summer
14132,1988,Seoul,Fencing,Fencing,"SCALZO, Giovanni",ITA,Men,Sabre Individual,Bronze,summer
14133,1988,Seoul,Fencing,Fencing,"LAMOUR, Jean-Francois",FRA,Men,Sabre Individual,Gold,summer
14134,1988,Seoul,Fencing,Fencing,"OLECH, Janusz",POL,Men,Sabre Individual,Silver,summer
14135,1988,Seoul,Fencing,Fencing,"CAVALIERE, Massimo",ITA,Men,Sabre Team,Bronze,summer
14136,1988,Seoul,Fencing,Fencing,"DALLA BARBA, Gianfranco",ITA,Men,Sabre Team,Bronze,summer
14137,1988,Seoul,Fencing,Fencing,"MARIN, Marco",ITA,Men,Sabre Team,Bronze,summer
14138,1988,Seoul,Fencing,Fencing,"MEGLIO, Ferdinando",ITA,Men,Sabre Team,Bronze,summer
14139,1988,Seoul,Fencing,Fencing,"SCALZO, Giovanni",ITA,Men,Sabre Team,Bronze,summer
14140,1988,Seoul,Fencing,Fencing,"BUJDOSO, Imre",HUN,Men,Sabre Team,Gold,summer
14141,1988,Seoul,Fencing,Fencing,"CSONGRADI, Laszlo",HUN,Men,Sabre Team,Gold,summer
14142,1988,Seoul,Fencing,Fencing,"GEDOVARI, Imre",HUN,Men,Sabre Team,Gold,summer
14143,1988,Seoul,Fencing,Fencing,"NEBALD, György",HUN,Men,Sabre Team,Gold,summer
14144,1988,Seoul,Fencing,Fencing,"SZABO, Bence",HUN,Men,Sabre Team,Gold,summer
14145,1988,Seoul,Football,Football,"ALVES, Aloisio",BRA,Men,Football,Silver,summer
14146,1988,Seoul,Football,Football,"ANDRADE DA SILVA, Jorge Luiz",BRA,Men,Football,Silver,summer
14147,1988,Seoul,Football,Football,"ARAUJO, Jose",BRA,Men,Football,Silver,summer
14148,1988,Seoul,Football,Football,"BEBETO, Jose Roberto",BRA,Men,Football,Silver,summer
14149,1988,Seoul,Football,Football,"BERNARDES DOS SANTOS, Edmar",BRA,Men,Football,Silver,summer
14150,1988,Seoul,Football,Football,"CANDIDO, Valdo",BRA,Men,Football,Silver,summer
14151,1988,Seoul,Football,Football,"CRUZ, Andre",BRA,Men,Football,Silver,summer
14152,1988,Seoul,Football,Football,"DE AMORIM CAMPOS, Jorge",BRA,Men,Football,Silver,summer
14153,1988,Seoul,Football,Football,"DE SOUZA FARIA, Romario",BRA,Men,Football,Silver,summer
14154,1988,Seoul,Football,Football,"DE SOUZA FILHO, Milton",BRA,Men,Football,Silver,summer
14155,1988,Seoul,Football,Football,"DE SOUZA, Hamilton",BRA,Men,Football,Silver,summer
14156,1988,Seoul,Football,Football,"DONIZETE LUIZ, Sergio",BRA,Men,Football,Silver,summer
14157,1988,Seoul,Football,Football,"FERREIRA, Jose",BRA,Men,Football,Silver,summer
14158,1988,Seoul,Football,Football,"KERCHNER, Nelson",BRA,Men,Football,Silver,summer
14159,1988,Seoul,Football,Football,"MERGEN TAFFAREL, Claudio Andre",BRA,Men,Football,Silver,summer
14160,1988,Seoul,Football,Football,"NASCIMENTO, Iomar",BRA,Men,Football,Silver,summer
14161,1988,Seoul,Football,Football,"RAIMUNDO, Ricardo",BRA,Men,Football,Silver,summer
14162,1988,Seoul,Football,Football,"ROQUE KAEFER, Ademir",BRA,Men,Football,Silver,summer
14163,1988,Seoul,Football,Football,"SANTOS BATISTA, Joao",BRA,Men,Football,Silver,summer
14164,1988,Seoul,Football,Football,"SILVA, Geovani",BRA,Men,Football,Silver,summer
14165,1988,Seoul,Football,Football,"WINCK, Luiz Carlos",BRA,Men,Football,Silver,summer
14166,1988,Seoul,Gymnastics,Artistic G.,"MILLS, Phoebe Lan",USA,Women,Balance Beam,Bronze,summer
14167,1988,Seoul,Gymnastics,Artistic G.,"IKETANI, Yukio",JPN,Men,Floor Exercises,Bronze,summer
14168,1988,Seoul,Gymnastics,Artistic G.,"LOU, Yun",CHN,Men,Floor Exercises,Bronze,summer
14169,1988,Seoul,Gymnastics,Artistic G.,"DOUDEVA, Diana",BUL,Women,Floor Exercises,Bronze,summer
14170,1988,Seoul,Gymnastics,Artistic G.,"BORKAI, Zsolt",HUN,Men,Pommel Horse,Gold,summer
14171,1988,Seoul,Gymnastics,Artistic G.,"GERASKOV, Lubomir",BUL,Men,Pommel Horse,Gold,summer
14172,1988,Seoul,Gymnastics,Artistic G.,"IKETANI, Yukio",JPN,Men,Team Competition,Bronze,summer
14173,1988,Seoul,Gymnastics,Artistic G.,"KONISHI, Hiriyuki",JPN,Men,Team Competition,Bronze,summer
14174,1988,Seoul,Gymnastics,Artistic G.,"MIZUSHIMA, Koichi",JPN,Men,Team Competition,Bronze,summer
14175,1988,Seoul,Gymnastics,Artistic G.,"NISHIKAWA, Daisuke",JPN,Men,Team Competition,Bronze,summer
14176,1988,Seoul,Gymnastics,Artistic G.,"SATO, Toshiharu",JPN,Men,Team Competition,Bronze,summer
14177,1988,Seoul,Gymnastics,Artistic G.,"YAMADA, Takahiro",JPN,Men,Team Competition,Bronze,summer
14178,1988,Seoul,Gymnastics,Artistic G.,"PARK, Jong-Hoon",KOR,Men,Vault,Bronze,summer
14179,1988,Seoul,Gymnastics,Artistic G.,"LOU, Yun",CHN,Men,Vault,Gold,summer
14180,1988,Seoul,Gymnastics,Rhythmic G.,"DUNAVSKA, Adriana",BUL,Women,Individual All-Round,Silver,summer
14181,1988,Seoul,Handball,Handball,"CHOI, Suk-Jae",KOR,Men,Handball,Silver,summer
14182,1988,Seoul,Handball,Handball,"KANG, Jae-Won",KOR,Men,Handball,Silver,summer
14183,1988,Seoul,Handball,Handball,"KIM, Jae-Hwan",KOR,Men,Handball,Silver,summer
14184,1988,Seoul,Handball,Handball,"KOH, Suk-Chang",KOR,Men,Handball,Silver,summer
14185,1988,Seoul,Handball,Handball,"LEE, Sang-Hyo",KOR,Men,Handball,Silver,summer
14186,1988,Seoul,Handball,Handball,"LIM, Jin-Suk",KOR,Men,Handball,Silver,summer
14187,1988,Seoul,Handball,Handball,"OH, Young-Ki",KOR,Men,Handball,Silver,summer
14188,1988,Seoul,Handball,Handball,"PARK, Do-Hun",KOR,Men,Handball,Silver,summer
14189,1988,Seoul,Handball,Handball,"PARK, Young-Dae",KOR,Men,Handball,Silver,summer
14190,1988,Seoul,Handball,Handball,"ROH, Hyun-Suk",KOR,Men,Handball,Silver,summer
14191,1988,Seoul,Handball,Handball,"SHIM, Jae-Hong",KOR,Men,Handball,Silver,summer
14192,1988,Seoul,Handball,Handball,"SHIN, Yung-Suk",KOR,Men,Handball,Silver,summer
14193,1988,Seoul,Handball,Handball,"YOON, Tae-Il",KOR,Men,Handball,Silver,summer
14194,1988,Seoul,Handball,Handball,"HAN, Hyun-Sook",KOR,Women,Handball,Gold,summer
14195,1988,Seoul,Handball,Handball,"KIM, Choon-Rye",KOR,Women,Handball,Gold,summer
14196,1988,Seoul,Handball,Handball,"KIM, Hyun-Mee",KOR,Women,Handball,Gold,summer
14197,1988,Seoul,Handball,Handball,"KIM, Kyung-Soon",KOR,Women,Handball,Gold,summer
14198,1988,Seoul,Handball,Handball,"KIM, Mi-Sook",KOR,Women,Handball,Gold,summer
14199,1988,Seoul,Handball,Handball,"KIM, Myung-Soon",KOR,Women,Handball,Gold,summer
14200,1988,Seoul,Handball,Handball,"LEE, Ki-Soon",KOR,Women,Handball,Gold,summer
14201,1988,Seoul,Handball,Handball,"LIM, Mi-Kyung",KOR,Women,Handball,Gold,summer
14202,1988,Seoul,Handball,Handball,"SON, Mi-Ha",KOR,Women,Handball,Gold,summer
14203,1988,Seoul,Handball,Handball,"SONG, Ji-Hyun",KOR,Women,Handball,Gold,summer
14204,1988,Seoul,Handball,Handball,"SUK, Min-Hee",KOR,Women,Handball,Gold,summer
14205,1988,Seoul,Handball,Handball,"SUNG, Kyung-Hwa",KOR,Women,Handball,Gold,summer
14206,1988,Seoul,Handball,Handball,"ANDERSEN, Kjerstin",NOR,Women,Handball,Silver,summer
14207,1988,Seoul,Handball,Handball,"DIGRE, Berit",NOR,Women,Handball,Silver,summer
